benchmark,droplet_indirect_degree,droplet_prefetch_degree,droplet_stride_table_size,ecg_build_s,ecg_mode,ecg_pfx_candidates,ecg_pfx_dedup_skips,ecg_pfx_delivery,ecg_pfx_encoded,ecg_pfx_hint_filter,ecg_pfx_no_candidate,ecg_pfx_table_miss,ecg_prefetch_lookahead,ecg_prefetch_mode,ecg_prefetch_window,ecg_runtime_duplicate,ecg_runtime_issued,ecg_runtime_no_target,ecg_vertices,final_graph,final_graph_path,final_job_id,final_kind,final_output_csv,final_output_detail,final_output_status,final_stage,json_path,l1_hit_rate,l1_hits,l1_l2_policy,l1_miss_rate,l1_misses,l1_policy,l1d_size,l2_hit_rate,l2_hits,l2_miss_rate,l2_misses,l2_policy,l2_size,l3_hit_rate,l3_hits,l3_miss_rate,l3_misses,l3_policy,l3_size,l3_ways,log_path,memory_accesses,options,pipeline_run_dir,pipeline_run_name,pipeline_source_csv,policy,policy_label,popt_charged_total_memory_traffic,popt_effective_l3_size,popt_effective_l3_ways,popt_estimated_vertices,popt_matrix_active_columns,popt_matrix_column_bytes,popt_matrix_stream_bytes,popt_matrix_stream_cache_lines,popt_overhead_charged,popt_requested_l3_size,popt_reserved_bytes,popt_reserved_ways,prefetch_cache_hits,prefetch_evicted_before_use,prefetch_fills,prefetch_pending,prefetch_requests,prefetch_useful,prefetcher,prefetcher_level,section,simulator,status,timing_caveat,timing_model,timing_valid_for_speedup,total_accesses,total_memory_traffic
bfs,16,1,64,0.103272,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/cache_sim/cache_sim_bfs_POPT_CHARGED_L34kB.json,0.81,34341017,LRU,0.18999999999999995,8055310,LRU,1kB,0.065448,527202,0.934552,7528108,LRU,2kB,1.2e-05,88,0.999988,7528020,POPT,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/logs/cache_sim_bfs_POPT_CHARGED_L34kB.log,7528020,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,POPT,POPT_CHARGED,8739916,256B,1,4847571,2,302974,77561344,1211896,1,4kB,3840,15,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,42396327,7528020
bfs,16,1,64,0.110029,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/cache_sim/cache_sim_bfs_POPT_L34kB.json,0.815488,34573681,LRU,0.184512,7822643,LRU,1kB,0.058102,454515,0.941898,7368128,LRU,2kB,0.042282,311541,0.957718,7056587,POPT,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/logs/cache_sim_bfs_POPT_L34kB.log,7056587,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,POPT,POPT,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,42396324,7056587
bfs,16,1,64,0.11175,DBG_ONLY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/cache_sim/cache_sim_bfs_ECG_DBG_ONLY_L34kB.json,0.804336,34100890,LRU,0.19566399999999995,8295436,LRU,1kB,0.073969,613604,0.926031,7681832,LRU,2kB,0.005492,42192,0.994508,7639640,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/logs/cache_sim_bfs_ECG_DBG_ONLY_L34kB.log,7639640,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_ONLY,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,42396326,7639640
bfs,16,1,64,0.11132,DBG_PRIMARY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/cache_sim/cache_sim_bfs_ECG_DBG_PRIMARY_CHARGED_L34kB.json,0.80736,34229080,LRU,0.19264000000000003,8167243,LRU,1kB,0.065762,537095,0.934238,7630148,LRU,2kB,1.1e-05,86,0.999989,7630062,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/logs/cache_sim_bfs_ECG_DBG_PRIMARY_CHARGED_L34kB.log,7630062,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_PRIMARY_CHARGED,8841958,256B,1,4847571,2,302974,77561344,1211896,1,4kB,3840,15,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,42396323,7630062
bfs,16,1,64,0.097228,DBG_PRIMARY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/cache_sim/cache_sim_bfs_ECG_DBG_PRIMARY_L34kB.json,0.809651,34326245,LRU,0.190349,8070084,LRU,1kB,0.070949,572566,0.929051,7497518,LRU,2kB,0.006964,52212,0.993036,7445306,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/logs/cache_sim_bfs_ECG_DBG_PRIMARY_L34kB.log,7445306,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_PRIMARY,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,42396329,7445306
bfs,16,1,64,0.105823,POPT_PRIMARY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_bfs,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/cache_sim/cache_sim_bfs_ECG_POPT_PRIMARY_L34kB.json,0.814718,34541042,LRU,0.18528199999999995,7855281,LRU,1kB,0.056736,445678,0.943264,7409603,LRU,2kB,0.041397,306739,0.958603,7102864,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/bfs/logs/cache_sim_bfs_ECG_POPT_PRIMARY_L34kB.log,7102864,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_POPT_PRIMARY,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,42396323,7102864
sssp,16,1,64,0.057808,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/cache_sim/cache_sim_sssp_LRU_L34kB.json,0.251873,24023547,LRU,0.748127,71355958,LRU,1kB,0.015627,1115075,0.984373,70240883,LRU,2kB,0.020373,1431052,0.979627,68809831,LRU,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/logs/cache_sim_sssp_LRU_L34kB.log,68809831,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,LRU,LRU,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,95379505,68809831
sssp,16,1,64,0.066044,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/cache_sim/cache_sim_sssp_SRRIP_L34kB.json,0.25192,24028044,LRU,0.7480800000000001,71351433,LRU,1kB,0.015975,1139807,0.984025,70211626,LRU,2kB,0.023267,1633636,0.976733,68577990,SRRIP,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/logs/cache_sim_sssp_SRRIP_L34kB.log,68577990,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,SRRIP,SRRIP,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,95379477,68577990
sssp,16,1,64,0.070471,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/cache_sim/cache_sim_sssp_GRASP_L34kB.json,0.249214,23769937,LRU,0.750786,71609602,LRU,1kB,0.015722,1125866,0.984278,70483736,LRU,2kB,0.011902,838926,0.988098,69644810,GRASP,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/logs/cache_sim_sssp_GRASP_L34kB.log,69644810,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,GRASP,GRASP,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,95379539,69644810
sssp,16,1,64,0.120338,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/cache_sim/cache_sim_sssp_POPT_CHARGED_L34kB.json,0.253985,24224930,LRU,0.746015,71154583,LRU,1kB,0.014076,1001602,0.985924,70152981,LRU,2kB,9.8e-05,6856,0.999902,70146125,POPT,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/logs/cache_sim_sssp_POPT_CHARGED_L34kB.log,70146125,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,POPT,POPT_CHARGED,71358021,256B,1,4847571,2,302974,77561344,1211896,1,4kB,3840,15,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,95379513,70146125
sssp,16,1,64,0.130225,,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/cache_sim/cache_sim_sssp_POPT_L34kB.json,0.266696,25437359,LRU,0.733304,69942082,LRU,1kB,0.01526,1067330,0.98474,68874752,LRU,2kB,0.026557,1829082,0.973443,67045670,POPT,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/logs/cache_sim_sssp_POPT_L34kB.log,67045670,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,POPT,POPT,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,95379441,67045670
sssp,16,1,64,0.123257,DBG_ONLY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/cache_sim/cache_sim_sssp_ECG_DBG_ONLY_L34kB.json,0.250396,23882632,LRU,0.7496039999999999,71496871,LRU,1kB,0.015499,1108107,0.984501,70388764,LRU,2kB,0.012491,879234,0.987509,69509530,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/logs/cache_sim_sssp_ECG_DBG_ONLY_L34kB.log,69509530,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_ONLY,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,95379503,69509530
sssp,16,1,64,0.102206,DBG_PRIMARY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/cache_sim/cache_sim_sssp_ECG_DBG_PRIMARY_CHARGED_L34kB.json,0.251309,23969734,LRU,0.748691,71409761,LRU,1kB,0.015897,1135168,0.984103,70274593,LRU,2kB,7.6e-05,5337,0.999924,70269256,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/logs/cache_sim_sssp_ECG_DBG_PRIMARY_CHARGED_L34kB.log,70269256,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_PRIMARY_CHARGED,71481152,256B,1,4847571,2,302974,77561344,1211896,1,4kB,3840,15,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,95379495,70269256
sssp,16,1,64,0.112374,DBG_PRIMARY,0,0,explicit-hint,0,16,0,0,,,,0,0,0,4847571,soc-LiveJournal1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg,10_cache_sim_large_replacement_soc-LiveJournal1_sssp,roi_matrix,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/roi_matrix.csv,9 ok rows,ok,10_cache_sim_large_replacement,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/cache_sim/cache_sim_sssp_ECG_DBG_PRIMARY_L34kB.json,0.25403,24229219,LRU,0.74597,71150286,LRU,1kB,0.01524,1084309,0.98476,70065977,LRU,2kB,0.01755,1229628,0.98245,68836349,ECG,4kB,16,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/matrices/10_cache_sim_large_replacement/soc-LiveJournal1/sssp/logs/cache_sim_sssp_ECG_DBG_PRIMARY_L34kB.log,68836349,-f /home/ab/Documents/00_github_repos/02_GraphBrew/results/graphs/soc-LiveJournal1/soc-LiveJournal1.sg -s -o 5 -n 1 -r 0 -d 1,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim,20260528_1408_final_cache_sim,/home/ab/Documents/00_github_repos/02_GraphBrew/results/ecg_experiments/final_paper_runs/20260528_1408_final_cache_sim/combined_roi_matrix.csv,ECG,ECG_DBG_PRIMARY,,4kB,16,,0,0,0,0,0,4kB,0,0,0,0,0,0,0,0,none,l2,0,cache_sim,ok,,simulated_target_time,1,95379505,68836349
