graph,app,l3_size,policy,status,delta_pct,expected_sign,min_abs_delta_pct,max_abs_delta_pct,tolerance_pct,margin_pp,claim_kind,citation
roadNet-CA,bfs,16kB,POPT_GE_GRASP,ok,0.1219,-,,,1.5,1.3781,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,bfs,16kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.1219,~,,5.0,2.0,6.8781,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,bfs,1MB,POPT_GE_GRASP,ok,-35.0138,-,,,1.5,36.5138,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,bfs,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,35.0138,~,,5.0,2.0,42.0138,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,bfs,256kB,POPT_GE_GRASP,ok,-20.2333,-,,,1.5,21.7333,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,bfs,256kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,20.2333,~,,5.0,2.0,27.2333,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,bfs,4kB,POPT_GE_GRASP,ok,0.0445,-,,,1.5,1.4555,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,bfs,4kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.0445,~,,5.0,2.0,6.9555,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,bfs,64kB,POPT_GE_GRASP,ok,-1.9665,-,,,1.5,3.4665,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,bfs,64kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.9665,~,,5.0,2.0,8.9665,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,cc,16kB,POPT_GE_GRASP,ok,0.2153,-,,,1.5,1.2847,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,cc,16kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.2153,~,,5.0,2.0,6.7847,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,cc,1MB,POPT_GE_GRASP,ok,-4.0615,-,,,1.5,5.5615,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,cc,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,4.0615,~,,5.0,2.0,11.0615,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,cc,256kB,POPT_GE_GRASP,ok,-2.7847,-,,,1.5,4.2847,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,cc,256kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,2.7847,~,,5.0,2.0,9.7847,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,cc,4kB,POPT_GE_GRASP,ok,0.06,-,,,1.5,1.44,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,cc,4kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.06,~,,5.0,2.0,6.94,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,cc,64kB,POPT_GE_GRASP,ok,0.2719,-,,,1.5,1.2281,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,cc,64kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.2719,~,,5.0,2.0,6.7281,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,pr,16kB,POPT_GE_GRASP,ok,0.0314,-,,,1.0,0.9686,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3
roadNet-CA,pr,16kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.0314,~,,5.0,2.0,6.9686,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,pr,1MB,POPT_GE_GRASP,ok,-6.4667,-,,,1.0,7.4667,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3
roadNet-CA,pr,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,6.4667,~,,5.0,2.0,13.4667,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,pr,256kB,POPT_GE_GRASP,ok,-5.5113,-,,,1.0,6.5113,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3
roadNet-CA,pr,256kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,5.5113,~,,5.0,2.0,12.5113,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,pr,4kB,POPT_GE_GRASP,ok,-0.001,-,,,1.0,1.001,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3
roadNet-CA,pr,4kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.001,~,,5.0,2.0,7.001,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,pr,64kB,POPT_GE_GRASP,ok,-1.2942,-,,,1.0,2.2942,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3
roadNet-CA,pr,64kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.2942,~,,5.0,2.0,8.2942,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,sssp,16kB,POPT_GE_GRASP,ok,-0.9229,-,,,1.5,2.4229,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,sssp,16kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.9229,~,,5.0,2.0,7.9229,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,sssp,1MB,POPT_GE_GRASP,ok,-60.0226,-,,,1.5,61.5226,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,sssp,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,60.0226,~,,5.0,2.0,67.0226,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,sssp,256kB,POPT_GE_GRASP,ok,-38.317,-,,,1.5,39.817,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,sssp,256kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,38.317,~,,5.0,2.0,45.317,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,sssp,4kB,POPT_GE_GRASP,ok,-0.0261,-,,,1.5,1.5261,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,sssp,4kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.0261,~,,5.0,2.0,7.0261,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
roadNet-CA,sssp,64kB,POPT_GE_GRASP,ok,-9.6476,-,,,1.5,11.1476,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
roadNet-CA,sssp,64kB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,9.6476,~,,5.0,2.0,16.6476,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,bc,1MB,SRRIP,ok,-2.205,~,,5.0,3.0,5.8,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
soc-LiveJournal1,bc,1MB,GRASP,ok,-4.4736,-,1.0,20.0,3.0,6.475,cache_policy,Faldu et al. HPCA 2020 Fig 11
soc-LiveJournal1,bc,1MB,POPT_GE_GRASP,ok,1.4819,-,,,1.5,0.0181,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,bc,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.4819,~,,5.0,2.0,5.5181,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,bc,4MB,SRRIP,ok,-2.5167,~,,5.0,3.0,5.485,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
soc-LiveJournal1,bc,4MB,POPT_GE_GRASP,ok,1.4449,-,,,1.5,0.0551,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,bc,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.4449,~,,5.0,2.0,5.5551,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,bc,8MB,SRRIP,ok,-2.5468,~,,5.0,3.0,5.455,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
soc-LiveJournal1,bc,8MB,POPT_GE_GRASP,known_deviation,1.6476,-,,,1.5,0.0,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,bc,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.6476,~,,5.0,2.0,5.3524,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,bfs,1MB,SRRIP,ok,-3.5185,~,,5.0,3.0,4.485,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
soc-LiveJournal1,bfs,1MB,GRASP,ok,-7.6307,-,0.5,15.0,3.0,10.135,cache_policy,Faldu et al. HPCA 2020 Fig 11
soc-LiveJournal1,bfs,1MB,POPT_GE_GRASP,ok,1.0899,-,,,1.5,0.4101,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,bfs,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.0899,~,,5.0,2.0,5.9101,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,bfs,4MB,SRRIP,ok,-2.4639,~,,5.0,3.0,5.54,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
soc-LiveJournal1,bfs,4MB,POPT_GE_GRASP,ok,1.2405,-,,,1.5,0.2595,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,bfs,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.2405,~,,5.0,2.0,5.7595,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,bfs,8MB,SRRIP,ok,-1.4977,~,,5.0,3.0,6.505,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
soc-LiveJournal1,bfs,8MB,POPT_GE_GRASP,ok,1.2003,-,,,1.5,0.2997,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,bfs,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.2003,~,,5.0,2.0,5.7997,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,cc,1MB,SRRIP,ok,-1.1014,~,,10.0,3.0,11.9,cache_policy,Jaleel et al. ISCA 2010 §5.2 (scan-resistance argument extended to CC)
soc-LiveJournal1,cc,1MB,POPT_GE_GRASP,ok,1.3976,-,,,1.5,0.1024,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,cc,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.3976,~,,5.0,2.0,5.6024,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,cc,4MB,SRRIP,ok,-1.1302,~,,10.0,3.0,11.87,cache_policy,Jaleel et al. ISCA 2010 §5.2 (scan-resistance argument extended to CC)
soc-LiveJournal1,cc,4MB,POPT_GE_GRASP,known_deviation,1.8098,-,,,1.5,0.0,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,cc,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.8098,~,,5.0,2.0,5.1902,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,cc,8MB,SRRIP,ok,-2.1521,~,,10.0,3.0,10.85,cache_policy,Jaleel et al. ISCA 2010 §5.2 (scan-resistance argument extended to CC)
soc-LiveJournal1,cc,8MB,POPT_GE_GRASP,known_deviation,3.0832,-,,,1.5,0.0,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,cc,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,3.0832,~,,5.0,2.0,3.9168,popt_near_grasp_active,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,pr,1MB,SRRIP,ok,-3.3254,~,,5.0,2.0,3.675,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1
soc-LiveJournal1,pr,1MB,GRASP,ok,-4.8005,-,3.0,25.0,2.0,3.805,cache_policy,Faldu et al. HPCA 2020 Fig 10
soc-LiveJournal1,pr,1MB,POPT,ok,-10.9296,-,4.0,30.0,2.0,8.93,cache_policy,Balaji & Lucia HPCA 2021 Fig 9
soc-LiveJournal1,pr,1MB,POPT_GE_GRASP,ok,-6.1291,-,,,1.0,7.1291,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3
soc-LiveJournal1,pr,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,6.1291,~,,5.0,2.0,13.1291,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,pr,4MB,SRRIP,ok,-3.6322,~,,5.0,2.0,3.37,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1
soc-LiveJournal1,pr,4MB,POPT_GE_GRASP,ok,-6.1949,-,,,1.0,7.1949,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3
soc-LiveJournal1,pr,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,6.1949,~,,5.0,2.0,13.1949,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,pr,8MB,SRRIP,ok,-3.5828,~,,5.0,2.0,3.42,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1
soc-LiveJournal1,pr,8MB,GRASP,ok,-7.4499,-,1.0,12.0,2.0,8.45,cache_policy,Faldu et al. HPCA 2020 Fig 10
soc-LiveJournal1,pr,8MB,POPT_GE_GRASP,ok,-2.2911,-,,,1.0,3.2911,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3
soc-LiveJournal1,pr,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,2.2911,~,,5.0,2.0,9.2911,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,sssp,1MB,SRRIP,ok,-2.5954,~,,5.0,3.0,5.405,cache_policy,Jaleel et al. ISCA 2010 §5.2; Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,sssp,1MB,POPT,ok,-4.7583,-,2.0,25.0,2.0,4.76,cache_policy,Balaji & Lucia HPCA 2021 Fig 10
soc-LiveJournal1,sssp,1MB,POPT_GE_GRASP,ok,-0.0215,-,,,1.5,1.5215,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,sssp,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.0215,~,,5.0,2.0,7.0215,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,sssp,4MB,SRRIP,ok,-2.3433,~,,5.0,3.0,5.66,cache_policy,Jaleel et al. ISCA 2010 §5.2; Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,sssp,4MB,POPT_GE_GRASP,ok,1.2199,-,,,1.5,0.2801,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,sssp,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.2199,~,,5.0,2.0,5.7801,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-LiveJournal1,sssp,8MB,SRRIP,ok,-2.0447,~,,5.0,3.0,5.96,cache_policy,Jaleel et al. ISCA 2010 §5.2; Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,sssp,8MB,POPT_GE_GRASP,ok,0.7472,-,,,1.5,0.7528,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-LiveJournal1,sssp,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.7472,~,,5.0,2.0,6.2528,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,bc,1MB,SRRIP,ok,-2.2757,~,,5.0,3.0,5.725,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
soc-pokec,bc,1MB,GRASP,ok,-8.662,-,0.5,15.0,3.0,11.165,cache_policy,Faldu et al. HPCA 2020 Fig 11
soc-pokec,bc,1MB,POPT_GE_GRASP,known_deviation,3.0012,-,,,1.5,0.0,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,bc,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,3.0012,~,,5.0,2.0,3.9988,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,bc,4MB,SRRIP,ok,-3.3239,~,,5.0,3.0,4.68,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
soc-pokec,bc,4MB,POPT_GE_GRASP,known_deviation,1.6144,-,,,1.5,0.0,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,bc,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.6144,~,,5.0,2.0,5.3856,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,bc,8MB,SRRIP,ok,-2.4864,~,,5.0,3.0,5.515,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
soc-pokec,bc,8MB,POPT_GE_GRASP,ok,0.0773,-,,,1.5,1.4227,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,bc,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.0773,~,,5.0,2.0,6.9227,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,bfs,1MB,SRRIP,ok,-0.9724,~,,5.0,3.0,7.03,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
soc-pokec,bfs,1MB,POPT_GE_GRASP,ok,1.2618,-,,,1.5,0.2382,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,bfs,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.2618,~,,5.0,2.0,5.7382,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,bfs,4MB,SRRIP,ok,-0.1375,~,,5.0,3.0,7.865,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
soc-pokec,bfs,4MB,POPT_GE_GRASP,ok,-0.2832,-,,,1.5,1.7832,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,bfs,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.2832,~,,5.0,2.0,7.2832,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,bfs,8MB,SRRIP,ok,-0.0973,~,,5.0,3.0,7.905,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
soc-pokec,bfs,8MB,POPT_GE_GRASP,ok,-1.1018,-,,,1.5,2.6018,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,bfs,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,1.1018,~,,5.0,2.0,8.1018,popt_near_grasp_active,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,cc,1MB,SRRIP,ok,-3.2629,~,,10.0,3.0,9.74,cache_policy,Jaleel et al. ISCA 2010 §5.2 (scan-resistance argument extended to CC)
soc-pokec,cc,1MB,POPT_GE_GRASP,known_deviation,10.5803,-,,,1.5,0.0,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,cc,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,known_deviation,10.5803,~,,5.0,2.0,0.0,popt_near_grasp_if_big_gap,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,cc,4MB,SRRIP,ok,-6.6143,~,,10.0,3.0,6.39,cache_policy,Jaleel et al. ISCA 2010 §5.2 (scan-resistance argument extended to CC)
soc-pokec,cc,4MB,POPT_GE_GRASP,known_deviation,5.6082,-,,,1.5,0.0,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,cc,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,5.6082,~,,5.0,2.0,1.3918,popt_near_grasp_active,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,cc,8MB,SRRIP,ok,0.0019,~,,10.0,3.0,13.0,cache_policy,Jaleel et al. ISCA 2010 §5.2 (scan-resistance argument extended to CC)
soc-pokec,cc,8MB,POPT_GE_GRASP,ok,0.0367,-,,,1.5,1.4633,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,cc,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.0367,~,,5.0,2.0,6.9633,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,pr,1MB,SRRIP,ok,-4.5291,~,,5.0,2.0,2.475,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1
soc-pokec,pr,1MB,GRASP,ok,-13.6267,-,2.0,20.0,2.0,13.63,cache_policy,Faldu et al. HPCA 2020 Fig 10
soc-pokec,pr,1MB,POPT,ok,-13.2793,-,2.0,25.0,2.0,13.28,cache_policy,Balaji & Lucia HPCA 2021 Fig 9
soc-pokec,pr,1MB,POPT_GE_GRASP,ok,0.3474,-,,,1.0,0.6526,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3
soc-pokec,pr,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.3474,~,,5.0,2.0,6.6526,popt_near_grasp_active,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,pr,4MB,SRRIP,ok,-3.5445,~,,5.0,2.0,3.46,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1
soc-pokec,pr,4MB,POPT_GE_GRASP,ok,-0.6519,-,,,1.0,1.6519,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3
soc-pokec,pr,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.6519,~,,5.0,2.0,7.6519,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,pr,8MB,SRRIP,ok,-1.2185,~,,5.0,2.0,5.785,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1
soc-pokec,pr,8MB,GRASP,ok,-2.1157,~,,5.0,2.0,4.885,cache_policy,Faldu et al. HPCA 2020 Fig 10
soc-pokec,pr,8MB,POPT_GE_GRASP,ok,0.8187,-,,,1.0,0.1813,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3
soc-pokec,pr,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.8187,~,,5.0,2.0,6.1813,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,sssp,1MB,SRRIP,ok,-3.1462,~,,5.0,3.0,4.855,cache_policy,Jaleel et al. ISCA 2010 §5.2; Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,sssp,1MB,POPT,ok,-7.0138,-,1.0,20.0,2.0,8.015,cache_policy,Balaji & Lucia HPCA 2021 Fig 10
soc-pokec,sssp,1MB,POPT_GE_GRASP,known_deviation,3.8096,-,,,1.5,0.0,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,sssp,1MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,3.8096,~,,5.0,2.0,3.1904,popt_near_grasp_active,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,sssp,4MB,SRRIP,ok,-1.2883,~,,5.0,3.0,6.715,cache_policy,Jaleel et al. ISCA 2010 §5.2; Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,sssp,4MB,POPT_GE_GRASP,ok,0.8837,-,,,1.5,0.6163,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,sssp,4MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.8837,~,,5.0,2.0,6.1163,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
soc-pokec,sssp,8MB,SRRIP,ok,-0.0007,~,,5.0,3.0,8.0,cache_policy,Jaleel et al. ISCA 2010 §5.2; Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,sssp,8MB,POPT_GE_GRASP,ok,-0.0003,-,,,1.5,1.5003,popt_ge_grasp,Balaji & Lucia HPCA 2021 §6.3 (extended)
soc-pokec,sssp,8MB,POPT_NEAR_GRASP_IF_BIG_GAP,ok,0.0003,~,,5.0,2.0,7.0003,popt_near_grasp_inactive,Faldu HPCA20 §6.1 + Balaji HPCA21 Fig 9 cross-check
web-Google,bc,1MB,SRRIP,ok,-1.1626,~,,5.0,3.0,6.84,cache_policy,Jaleel et al. ISCA 2010 §5.2; Faldu et al. HPCA 2020 §6.1 (extended)
web-Google,bc,1MB,GRASP,ok,0.8666,~,,5.0,3.0,7.135,cache_policy,Faldu et al. HPCA 2020 Fig 11
